customer_id,last_purchase,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_code,rfm_segment
C02115,2025-10-17,3,210477.41,76,3,4,3,343,Лояльные
C02116,2025-09-17,8,435710.72000000003,106,2,5,4,254,Крупные покупатели
C02117,2025-11-15,1,370761.18000000005,47,3,2,4,324,Крупные покупатели
C02118,2025-02-04,1,21528.99,331,1,2,1,121,Обычные
C02119,2025-09-16,5,298399.82999999996,107,2,5,4,254,Крупные покупатели
C02120,2025-12-16,10,544897.24,16,5,5,5,555,Чемпионы
C02121,2025-02-03,1,103905.56,332,1,2,2,122,Обычные
C02122,2025-11-30,6,467233.86,32,4,5,5,455,Чемпионы
C02124,2025-10-22,4,479746.76,71,3,4,5,345,Лояльные
C02125,2025-04-12,2,212177.31,264,1,3,3,133,Под риском ухода
C02126,2025-06-02,1,0.0,213,1,2,1,121,Обычные
C02127,2025-12-09,1,137564.97,23,4,2,2,422,Новые/перспективные
C02128,2025-11-22,6,682635.52,40,4,5,5,455,Чемпионы
C02129,2025-10-29,4,338514.41000000003,64,3,4,4,344,Лояльные
C02130,2025-03-19,1,82381.17000000001,288,1,2,2,122,Обычные
C02131,2025-10-26,2,76358.14,67,3,3,2,332,Обычные
C02132,2025-11-29,1,18364.57,33,4,2,1,421,Новые/перспективные
C02136,2025-10-18,4,996235.49,75,3,4,5,345,Лояльные
C02137,2025-10-31,2,162320.25,62,3,3,3,333,Обычные
C02138,2025-04-06,1,63212.27,270,1,2,2,122,Обычные
C02140,2025-06-13,2,343426.11000000004,202,1,3,4,134,Крупные покупатели
C02141,2025-05-12,2,112436.08,234,1,3,2,132,Под риском ухода
C02142,2025-12-30,29,2665055.78,2,5,5,5,555,Чемпионы
C02147,2025-05-07,1,0.0,239,1,2,1,121,Обычные
C02148,2025-08-26,2,33710.42,128,2,3,1,231,Под риском ухода
C02149,2025-05-26,1,45308.549999999996,220,1,2,1,121,Обычные
C02150,2025-10-12,5,139544.1,81,3,5,3,353,Лояльные
C02151,2025-11-10,6,414552.71,52,3,5,4,354,Лояльные
C02152,2025-12-23,9,768958.12,9,5,5,5,555,Чемпионы
C02153,2025-11-14,14,1048418.13,48,3,5,5,355,Лояльные
C02154,2025-01-01,1,81328.65,365,1,2,2,122,Обычные
C02155,2025-05-21,1,124585.17000000001,225,1,2,2,122,Обычные
C02157,2025-12-02,2,321035.27999999997,30,4,3,4,434,Крупные покупатели
C02158,2025-10-15,2,98030.68000000001,78,3,3,2,332,Обычные
C02159,2025-12-14,2,372781.60000000003,18,4,3,4,434,Крупные покупатели
C02161,2025-03-04,1,47367.96000000001,303,1,2,1,121,Обычные
C02162,2025-04-19,1,188073.41999999998,257,1,2,3,123,Обычные
C02163,2025-11-09,2,164438.89,53,3,3,3,333,Обычные
C02164,2025-05-09,1,163648.13,237,1,2,3,123,Обычные
C02165,2025-03-13,1,6635.54,294,1,2,1,121,Обычные
C02166,2025-10-22,1,200436.5,71,3,2,3,323,Обычные
C02168,2025-11-08,2,526905.54,54,3,3,5,335,Крупные покупатели
C02169,2025-07-06,6,475407.26,179,2,5,5,255,Крупные покупатели
C02171,2025-12-25,3,32857.61,7,5,4,1,541,Лояльные
C02172,2025-08-11,3,198239.46,143,2,4,3,243,Под риском ухода
C02174,2025-12-03,12,1278084.69,29,4,5,5,455,Чемпионы
C02176,2025-12-28,15,1137338.87,4,5,5,5,555,Чемпионы
C02177,2025-12-02,3,212768.28999999998,30,4,4,3,443,Лояльные
C02178,2025-03-02,2,152000.27,305,1,3,3,133,Под риском ухода
C02180,2025-08-27,1,33175.9,127,2,2,1,221,Обычные
C02181,2025-04-17,1,63999.78,259,1,2,2,122,Обычные
C02182,2025-12-31,2,25475.83,1,5,3,1,531,Обычные
C02183,2025-11-17,5,505218.28,45,4,5,5,455,Чемпионы
C02186,2025-06-17,1,30426.75,198,1,2,1,121,Обычные
C02187,2025-03-20,1,0.0,287,1,2,1,121,Обычные
C02188,2025-11-24,4,370610.92,38,4,4,4,444,Чемпионы
C02189,2025-12-22,4,182401.6,10,5,4,3,543,Лояльные
C02190,2025-10-22,6,336475.44,71,3,5,4,354,Лояльные
C02193,2025-10-28,1,92322.93000000001,65,3,2,2,322,Обычные
C02194,2025-09-25,1,64901.85,98,2,2,2,222,Обычные
C02195,2025-09-29,3,229514.82,94,3,4,3,343,Лояльные
C02196,2025-07-19,2,298142.66000000003,166,2,3,4,234,Крупные покупатели
C02197,2025-03-10,1,0.0,297,1,2,1,121,Обычные
C02198,2025-12-18,5,413248.2,14,5,5,4,554,Чемпионы
C02199,2025-12-20,5,313429.78,12,5,5,4,554,Чемпионы
C02200,2025-12-31,7,615955.08,1,5,5,5,555,Чемпионы
C02201,2025-12-30,3,383673.72000000003,2,5,4,4,544,Чемпионы
C02202,2025-04-27,2,84788.75,249,1,3,2,132,Под риском ухода
C02203,2025-04-02,1,22205.11,274,1,2,1,121,Обычные
C02204,2025-08-28,1,109101.01,126,2,2,2,222,Обычные
C02206,2025-03-18,1,41001.13,289,1,2,1,121,Обычные
C02208,2025-09-16,4,513317.93,107,2,4,5,245,Крупные покупатели
C02209,2025-12-08,9,723760.88,24,4,5,5,455,Чемпионы
C02211,2025-08-06,1,5374.74,148,2,2,1,221,Обычные
C02212,2025-12-04,8,1447334.07,28,4,5,5,455,Чемпионы
C02214,2025-11-08,1,144933.49,54,3,2,3,323,Обычные
C02215,2025-12-12,2,103038.95,20,4,3,2,432,Обычные
C02216,2025-09-19,2,34436.94,104,2,3,1,231,Под риском ухода
C02217,2025-01-24,1,315725.25,342,1,2,4,124,Крупные покупатели
C02218,2025-10-08,3,232744.59,85,3,4,3,343,Лояльные
C02221,2025-12-07,1,21061.35,25,4,2,1,421,Новые/перспективные
C02223,2025-08-06,2,114212.12999999999,148,2,3,2,232,Под риском ухода
C02225,2025-12-14,1,39106.04,18,4,2,1,421,Новые/перспективные
C02226,2025-10-16,3,266772.11,77,3,4,4,344,Лояльные
C02227,2025-12-28,1,150571.59,4,5,2,3,523,Новые/перспективные
C02228,2025-12-16,8,728297.27,16,5,5,5,555,Чемпионы
C02229,2025-02-22,1,175741.18000000002,313,1,2,3,123,Обычные
C02230,2025-12-28,10,831768.31,4,5,5,5,555,Чемпионы
C02231,2025-12-25,9,1424533.58,7,5,5,5,555,Чемпионы
C02232,2025-04-09,2,16082.359999999999,267,1,3,1,131,Под риском ухода
C02233,2025-07-07,4,317872.1,178,2,4,4,244,Крупные покупатели
C02235,2025-09-24,2,364966.97,99,2,3,4,234,Крупные покупатели
C02236,2025-11-21,13,1343502.45,41,4,5,5,455,Чемпионы
C02237,2025-12-26,8,837536.74,6,5,5,5,555,Чемпионы
C02238,2025-10-10,2,333709.63,83,3,3,4,334,Крупные покупатели
C02240,2025-12-06,3,549253.68,26,4,4,5,445,Чемпионы
C02242,2025-08-04,1,137909.22,150,2,2,2,222,Обычные
C02243,2025-10-14,6,416320.19,79,3,5,4,354,Лояльные
C02244,2025-11-11,4,367899.06,51,3,4,4,344,Лояльные
C02245,2025-12-16,1,32392.7,16,5,2,1,521,Новые/перспективные
C02246,2025-12-21,2,505346.08999999997,11,5,3,5,535,Крупные покупатели
C02247,2025-08-29,1,32175.42,125,2,2,1,221,Обычные
C02248,2025-09-16,2,62650.77,107,2,3,2,232,Под риском ухода
C02249,2025-12-29,2,171479.35,3,5,3,3,533,Обычные
C02250,2025-12-19,2,398056.82,13,5,3,4,534,Крупные покупатели
C02251,2025-12-27,2,168147.79,5,5,3,3,533,Обычные
C02252,2025-10-23,1,28457.190000000002,70,3,2,1,321,Обычные
C02253,2025-11-16,2,20693.72,46,4,3,1,431,Обычные
C02255,2025-12-23,1,12721.68,9,5,2,1,521,Новые/перспективные
C02256,2025-02-25,1,41646.03,310,1,2,1,121,Обычные
C02257,2025-06-23,1,20120.81,192,1,2,1,121,Обычные
C02258,2025-12-22,4,176767.69,10,5,4,3,543,Лояльные
C02260,2025-06-20,1,2729.76,195,1,2,1,121,Обычные
C02261,2025-01-18,1,36916.13,348,1,2,1,121,Обычные
C02263,2025-12-22,7,560296.34,10,5,5,5,555,Чемпионы
C02264,2025-12-20,2,94573.64,12,5,3,2,532,Обычные
C02266,2025-12-02,2,269296.31,30,4,3,4,434,Крупные покупатели
C02267,2025-10-03,1,270692.05,90,3,2,4,324,Крупные покупатели
C02269,2025-05-25,1,160236.79,221,1,2,3,123,Обычные
C02270,2025-12-26,18,1493662.19,6,5,5,5,555,Чемпионы
C02271,2025-10-14,1,104819.19,79,3,2,2,322,Обычные
C02273,2025-10-10,5,511359.79999999993,83,3,5,5,355,Лояльные
C02274,2025-12-27,2,78034.05,5,5,3,2,532,Обычные
C02277,2025-05-19,3,141749.08000000002,227,1,4,3,143,Под риском ухода
C02278,2025-08-24,1,40521.44,130,2,2,1,221,Обычные
C02279,2025-08-17,5,544509.8200000001,137,2,5,5,255,Крупные покупатели
C02281,2025-12-20,5,304751.49,12,5,5,4,554,Чемпионы
C02283,2025-11-22,6,559558.21,40,4,5,5,455,Чемпионы
C02284,2025-11-05,3,107745.04,57,3,4,2,342,Лояльные
C02286,2025-12-27,2,332939.24,5,5,3,4,534,Крупные покупатели
C02287,2025-11-01,4,219387.69999999998,61,3,4,3,343,Лояльные
C02288,2025-11-22,6,396865.53,40,4,5,4,454,Чемпионы
C02289,2025-12-25,3,117929.83,7,5,4,2,542,Лояльные
C02290,2025-11-17,1,1617.73,45,4,2,1,421,Новые/перспективные
C02291,2025-10-12,6,505188.08999999997,81,3,5,5,355,Лояльные
C02293,2025-12-16,5,505635.12,16,5,5,5,555,Чемпионы
C02294,2025-07-12,2,143838.79,173,2,3,3,233,Под риском ухода
C02295,2025-11-30,1,104408.36,32,4,2,2,422,Новые/перспективные
C02296,2025-09-21,2,42703.81,102,2,3,1,231,Под риском ухода
C02298,2025-11-25,1,17829.86,37,4,2,1,421,Новые/перспективные
C02300,2025-11-28,5,358061.92,34,4,5,4,454,Чемпионы
C02302,2025-01-10,1,64417.75,356,1,2,2,122,Обычные
C02303,2025-09-05,2,259490.34000000003,118,2,3,4,234,Крупные покупатели
C02305,2025-06-05,3,199606.19,210,1,4,3,143,Под риском ухода
C02306,2025-09-09,6,670642.42,114,2,5,5,255,Крупные покупатели
C02307,2025-11-18,3,277066.07999999996,44,4,4,4,444,Чемпионы
C02309,2025-12-15,3,58663.829999999994,17,4,4,1,441,Лояльные
C02310,2025-12-11,6,838681.02,21,4,5,5,455,Чемпионы
C02311,2025-09-16,3,194215.33000000002,107,2,4,3,243,Под риском ухода
C02314,2025-11-01,5,248898.39,61,3,5,3,353,Лояльные
C02315,2025-12-02,4,382187.39,30,4,4,4,444,Чемпионы
C02316,2025-04-25,2,6604.7,251,1,3,1,131,Под риском ухода
C02317,2025-12-20,3,199859.55,12,5,4,3,543,Лояльные
C02318,2025-12-27,2,21125.47,5,5,3,1,531,Обычные
C02319,2025-11-26,4,301631.38999999996,36,4,4,4,444,Чемпионы
C02320,2025-07-06,1,86042.03,179,2,2,2,222,Обычные
C02321,2025-08-21,2,163855.05000000002,133,2,3,3,233,Под риском ухода
C02322,2025-03-14,1,130775.82,293,1,2,2,122,Обычные
C02323,2025-05-22,2,66811.86,224,1,3,2,132,Под риском ухода
C02324,2025-05-02,1,58239.479999999996,244,1,2,1,121,Обычные
C02325,2025-07-04,1,36278.69,181,2,2,1,221,Обычные
C02326,2025-11-15,1,435048.57999999996,47,3,2,4,324,Крупные покупатели
C02327,2025-11-11,2,53793.7,51,3,3,1,331,Обычные
C02328,2025-12-01,2,18798.4,31,4,3,1,431,Обычные
C02329,2025-12-09,2,52996.4,23,4,3,1,431,Обычные
C02330,2025-09-22,4,463006.57,101,2,4,5,245,Крупные покупатели
C02331,2025-07-30,2,370144.18,155,2,3,4,234,Крупные покупатели
C02332,2025-08-07,3,159045.3,147,2,4,3,243,Под риском ухода
C02333,2025-11-16,1,160750.01,46,4,2,3,423,Новые/перспективные
C02335,2025-12-24,7,575784.02,8,5,5,5,555,Чемпионы
C02336,2025-01-06,1,30721.25,360,1,2,1,121,Обычные
C02337,2025-11-08,3,291355.74,54,3,4,4,344,Лояльные
C02339,2025-11-24,2,89847.52,38,4,3,2,432,Обычные
C02342,2025-12-22,3,262988.94,10,5,4,4,544,Чемпионы
C02344,2025-12-24,2,63051.399999999994,8,5,3,2,532,Обычные
C02345,2025-11-02,3,102570.5,60,3,4,2,342,Лояльные
C02346,2025-08-09,2,210100.73,145,2,3,3,233,Под риском ухода
C02347,2025-12-09,5,188185.77,23,4,5,3,453,Лояльные
C02348,2025-12-03,5,777192.49,29,4,5,5,455,Чемпионы
C02349,2025-12-07,2,313835.97,25,4,3,4,434,Крупные покупатели
C02350,2025-12-24,3,166517.09,8,5,4,3,543,Лояльные
C02351,2025-02-05,1,127576.51000000001,330,1,2,2,122,Обычные
C02352,2025-10-26,5,551988.78,67,3,5,5,355,Лояльные
C02353,2025-11-26,2,238176.41999999998,36,4,3,3,433,Обычные
C02354,2025-03-13,1,153124.63,294,1,2,3,123,Обычные
C02355,2025-04-16,1,37766.25,260,1,2,1,121,Обычные
C02356,2025-12-24,11,736354.26,8,5,5,5,555,Чемпионы
C02357,2025-12-05,5,774170.8200000001,27,4,5,5,455,Чемпионы
C02359,2025-09-05,1,198577.7,118,2,2,3,223,Обычные
C02361,2025-10-15,1,167478.5,78,3,2,3,323,Обычные
C02362,2025-12-26,4,353470.54000000004,6,5,4,4,544,Чемпионы
C02363,2025-07-28,1,74382.66,157,2,2,2,222,Обычные
C02364,2025-11-18,1,309546.27,44,4,2,4,424,Крупные покупатели
C02365,2025-07-18,1,22341.82,167,2,2,1,221,Обычные
C02366,2025-05-20,1,38162.4,226,1,2,1,121,Обычные
C02367,2025-09-19,1,288729.61,104,2,2,4,224,Крупные покупатели
C02368,2025-04-05,1,420776.49,271,1,2,4,124,Крупные покупатели
C02369,2025-09-25,6,399685.14,98,2,5,4,254,Крупные покупатели
C02370,2025-11-03,5,245022.29,59,3,5,3,353,Лояльные
C02371,2025-12-28,1,120966.71,4,5,2,2,522,Новые/перспективные
C02372,2025-12-30,7,856906.87,2,5,5,5,555,Чемпионы
C02373,2025-05-17,2,196331.67,229,1,3,3,133,Под риском ухода
C02374,2025-10-04,2,70272.7,89,3,3,2,332,Обычные
C02375,2025-07-21,1,31023.93,164,2,2,1,221,Обычные
C02376,2025-02-11,1,89445.9,324,1,2,2,122,Обычные
C02377,2025-05-21,1,25648.609999999997,225,1,2,1,121,Обычные
C02378,2025-01-23,1,15376.45,343,1,2,1,121,Обычные
C02379,2025-12-28,2,16072.83,4,5,3,1,531,Обычные
C02380,2025-08-27,4,158605.34,127,2,4,3,243,Под риском ухода
C02381,2025-12-29,18,1974985.23,3,5,5,5,555,Чемпионы
C02382,2025-11-24,3,149676.83,38,4,4,3,443,Лояльные
C02383,2025-05-26,1,287259.72,220,1,2,4,124,Крупные покупатели
C02384,2025-12-02,3,504992.39,30,4,4,5,445,Чемпионы
C02387,2025-12-21,14,834354.33,11,5,5,5,555,Чемпионы
C02388,2025-11-25,7,479427.96,37,4,5,5,455,Чемпионы
C02390,2025-12-08,1,93485.71,24,4,2,2,422,Новые/перспективные
C02391,2025-12-15,2,46912.46,17,4,3,1,431,Обычные
C02393,2025-12-19,4,390610.37,13,5,4,4,544,Чемпионы
C02394,2025-05-26,1,4239.38,220,1,2,1,121,Обычные
C02395,2025-12-24,8,865255.72,8,5,5,5,555,Чемпионы
C02396,2025-12-22,12,624900.77,10,5,5,5,555,Чемпионы
C02397,2025-08-23,3,420691.11,131,2,4,4,244,Крупные покупатели
C02398,2025-12-31,5,214320.94,1,5,5,3,553,Лояльные
C02399,2025-06-07,1,161404.95,208,1,2,3,123,Обычные
