ticket_id,created_at,channel,category,priority,customer_segment,previous_tickets_90d,backlog_at_creation,agent_experience_months,first_response_minutes,messages_count,reopen_count,resolution_minutes,sla_limit_minutes,sla_breached,cluster
TKT-00249,2026-02-24 10:35:00,portal,how_to,medium,standard,2,15,23,12.8,3,0,250.0,1200,0,1
TKT-00250,2026-06-19 03:29:00,chat,incident,low,vip,4,29,17,20.8,10,2,656.5,1800,0,0
TKT-00251,2026-05-12 10:15:00,chat,technical,medium,vip,4,20,16,40.0,14,4,609.2,1200,0,0
TKT-00252,2026-04-16 02:06:00,email,how_to,high,vip,2,47,11,170.0,5,0,1139.4,780,1,2
TKT-00253,2026-03-23 06:30:00,phone,account,high,vip,6,19,23,42.9,16,3,660.9,780,0,0
TKT-00254,2026-04-04 14:35:00,chat,account,low,standard,0,14,41,13.7,5,0,154.3,1800,0,1
TKT-00255,2026-05-21 09:11:00,portal,account,high,business,1,7,43,12.7,3,0,170.4,780,0,1
TKT-00256,2026-02-19 06:25:00,phone,incident,high,standard,5,25,35,37.6,15,1,1060.2,780,1,0
TKT-00257,2026-05-30 02:58:00,portal,technical,critical,vip,3,54,24,208.5,8,0,1314.2,420,1,2
TKT-00258,2026-02-20 17:05:00,portal,billing,medium,standard,1,1,46,9.4,1,0,160.8,1200,0,1
TKT-00259,2026-01-26 11:46:00,portal,billing,medium,standard,0,5,36,10.4,3,0,145.2,1200,0,1
TKT-00260,2026-05-13 15:20:00,chat,billing,medium,vip,4,16,24,36.4,13,5,1011.2,1200,0,0
TKT-00261,2026-05-08 12:03:00,portal,account,medium,business,1,7,36,17.9,5,0,122.7,1200,0,1
TKT-00262,2026-03-02 06:11:00,phone,technical,critical,vip,3,57,21,109.5,8,0,1629.1,420,1,2
TKT-00263,2026-04-27 18:41:00,portal,how_to,low,standard,1,14,21,10.0,3,0,123.1,1800,0,1
TKT-00264,2026-05-12 04:01:00,portal,technical,low,standard,0,5,47,9.7,3,0,105.4,1800,0,1
TKT-00265,2026-05-22 19:26:00,chat,account,low,standard,2,50,30,141.7,6,0,1100.7,1800,0,2
TKT-00266,2026-06-21 11:41:00,portal,how_to,high,standard,0,7,47,18.9,1,1,215.2,780,0,1
TKT-00267,2026-06-03 18:49:00,email,how_to,low,standard,1,4,32,18.6,3,0,172.0,1800,0,1
TKT-00268,2026-03-21 01:48:00,portal,technical,medium,standard,0,4,19,13.9,2,0,223.8,1200,0,1
TKT-00269,2026-02-11 10:37:00,phone,technical,high,business,2,19,41,12.4,5,1,224.6,780,0,1
TKT-00270,2026-01-18 12:26:00,email,billing,critical,standard,1,8,31,15.0,3,0,175.6,420,0,1
TKT-00271,2026-04-14 06:49:00,portal,incident,low,business,1,12,31,14.9,4,1,209.0,1800,0,1
TKT-00272,2026-04-30 23:28:00,portal,technical,medium,business,2,22,45,12.8,3,0,135.7,1200,0,1
TKT-00273,2026-05-05 08:36:00,portal,account,high,business,1,7,45,8.8,3,0,118.4,780,0,1
TKT-00274,2026-01-02 17:08:00,phone,incident,low,standard,4,17,17,32.2,12,1,587.9,1800,0,0
TKT-00275,2026-05-07 05:51:00,chat,account,high,standard,6,21,26,31.2,16,1,886.3,780,1,0
TKT-00276,2026-05-22 15:51:00,portal,account,low,standard,1,12,34,10.1,4,0,116.8,1800,0,1
TKT-00277,2026-05-10 21:59:00,portal,billing,medium,business,0,14,38,13.8,3,0,153.5,1200,0,1
TKT-00278,2026-04-05 14:49:00,chat,technical,medium,business,4,13,18,35.2,15,1,722.1,1200,0,0
TKT-00279,2026-01-03 17:32:00,portal,billing,medium,standard,3,51,18,94.6,5,0,1012.3,1200,0,2
TKT-00280,2026-03-30 03:38:00,chat,technical,medium,vip,3,43,19,90.8,6,0,865.8,1200,0,2
TKT-00281,2026-04-27 01:18:00,email,incident,low,business,1,9,41,11.2,5,0,137.2,1800,1,1
TKT-00282,2026-04-13 11:59:00,portal,how_to,low,business,2,17,41,11.9,2,0,219.9,1800,0,1
TKT-00283,2026-04-14 10:12:00,email,incident,medium,standard,1,7,25,16.1,3,0,148.4,1200,0,1
TKT-00284,2026-04-03 22:53:00,portal,billing,low,vip,1,5,23,11.9,3,0,343.6,1800,0,1
TKT-00285,2026-04-10 08:43:00,email,billing,low,standard,5,18,31,28.2,14,2,775.8,1800,0,0
TKT-00286,2026-02-28 06:43:00,phone,billing,high,standard,4,18,36,28.1,15,1,1135.9,780,1,0
TKT-00287,2026-04-19 21:26:00,email,account,medium,business,1,6,28,19.0,4,0,219.7,1200,0,1
TKT-00288,2026-02-20 16:07:00,chat,billing,medium,business,2,6,22,13.0,3,0,191.0,1200,0,1
TKT-00289,2026-03-30 11:11:00,email,account,critical,business,6,27,13,47.9,16,7,1458.2,420,1,0
TKT-00290,2026-03-16 18:05:00,portal,billing,low,standard,0,14,33,21.0,4,0,188.0,1800,0,1
TKT-00291,2026-05-09 13:21:00,chat,account,critical,standard,2,46,6,157.8,9,1,1456.0,420,1,2
TKT-00292,2026-06-11 02:00:00,email,billing,low,business,0,11,32,15.6,4,0,135.3,1800,0,1
TKT-00293,2026-04-24 23:43:00,portal,incident,high,vip,3,54,23,183.5,9,0,1368.6,780,1,2
TKT-00294,2026-01-25 08:48:00,portal,account,critical,standard,0,5,45,10.8,4,0,249.6,420,0,1
TKT-00295,2026-05-01 03:37:00,chat,incident,critical,standard,2,46,21,105.5,11,1,982.6,420,1,2
TKT-00296,2026-02-28 10:58:00,chat,technical,high,business,2,56,2,173.8,8,1,1262.4,780,1,2
TKT-00297,2026-01-09 21:49:00,portal,incident,high,business,3,47,15,116.1,8,0,1330.2,780,1,2
TKT-00298,2026-02-04 14:44:00,chat,account,medium,business,1,48,23,97.1,7,0,1310.2,1200,1,2
TKT-00299,2026-06-29 21:16:00,email,account,high,business,3,42,12,150.0,11,0,1973.2,780,1,2
TKT-00300,2026-03-18 21:13:00,email,how_to,high,vip,5,24,35,35.6,16,2,948.4,780,1,0
TKT-00301,2026-02-06 07:26:00,portal,technical,critical,standard,2,45,3,101.9,8,1,1353.4,420,1,2
TKT-00302,2026-01-25 00:42:00,chat,billing,medium,standard,1,6,42,13.4,3,0,163.0,1200,0,1
TKT-00303,2026-04-28 01:25:00,email,technical,low,business,5,17,21,37.6,15,2,736.7,1800,0,0
TKT-00304,2026-05-17 22:38:00,email,account,medium,business,5,18,31,30.9,16,1,543.2,1200,0,0
TKT-00305,2026-03-05 13:34:00,portal,how_to,medium,vip,2,55,29,132.6,7,0,1490.3,1200,1,2
TKT-00306,2026-01-19 14:58:00,chat,technical,medium,business,6,16,25,30.8,12,0,666.7,1200,0,0
TKT-00307,2026-03-05 20:09:00,email,incident,low,standard,0,0,31,10.0,1,0,125.6,1800,0,1
TKT-00308,2026-04-30 17:55:00,email,account,high,standard,5,17,27,44.9,17,4,875.3,780,1,0
TKT-00309,2026-01-21 12:26:00,chat,how_to,low,business,0,12,21,9.7,3,0,146.0,1800,0,1
TKT-00310,2026-02-18 04:30:00,portal,how_to,low,standard,2,6,25,13.9,2,1,135.1,1800,0,1
TKT-00311,2026-01-01 08:39:00,portal,account,low,standard,6,15,33,31.4,12,1,406.2,1800,0,0
TKT-00312,2026-03-26 23:51:00,chat,account,high,business,5,28,11,29.8,14,1,707.6,780,0,0
TKT-00313,2026-01-31 16:44:00,email,billing,medium,standard,0,10,23,14.0,4,0,277.6,1200,0,1
TKT-00314,2026-02-05 23:56:00,portal,billing,low,vip,1,10,39,14.0,3,0,150.1,1800,0,1
TKT-00315,2026-01-21 08:09:00,email,billing,low,business,0,13,42,12.9,3,0,217.9,1800,0,1
TKT-00316,2026-05-12 10:33:00,portal,billing,medium,business,0,16,41,19.7,1,0,284.3,1200,0,1
TKT-00317,2026-03-30 02:38:00,email,how_to,low,standard,0,14,40,13.0,3,0,115.7,1800,0,1
TKT-00318,2026-06-20 16:33:00,chat,incident,medium,business,6,21,30,35.5,15,2,1044.2,1200,0,0
TKT-00319,2026-03-13 02:34:00,phone,billing,low,vip,1,11,49,8.5,2,0,195.6,1800,0,1
TKT-00320,2026-02-09 21:56:00,email,account,critical,standard,3,44,14,143.7,7,0,1293.1,420,1,2
TKT-00321,2026-02-06 17:40:00,chat,billing,medium,vip,3,58,2,231.0,8,0,1348.2,1200,1,2
TKT-00322,2026-06-21 13:37:00,chat,technical,high,business,5,21,15,30.1,13,2,1246.0,780,1,0
TKT-00323,2026-04-17 03:35:00,portal,technical,low,standard,3,6,24,11.8,3,0,136.9,1800,0,1
TKT-00324,2026-02-28 13:10:00,email,how_to,critical,business,5,21,23,30.9,16,2,1125.3,420,1,0
TKT-00325,2026-04-28 17:59:00,phone,billing,critical,standard,3,56,30,138.3,8,0,1300.9,420,1,2
TKT-00326,2026-04-11 09:53:00,portal,billing,high,standard,3,23,26,44.9,16,1,866.5,780,1,0
TKT-00327,2026-01-21 15:53:00,chat,technical,high,standard,1,49,11,92.1,7,0,1419.6,780,1,2
TKT-00328,2026-05-07 06:52:00,portal,incident,low,standard,7,20,14,27.7,13,0,672.6,1800,1,0
TKT-00329,2026-01-22 10:53:00,chat,account,high,standard,5,28,20,37.1,17,0,1070.2,780,1,0
TKT-00330,2026-02-05 20:50:00,portal,billing,medium,business,1,10,12,11.9,4,0,251.6,1200,0,1
TKT-00331,2026-05-09 09:34:00,phone,technical,medium,business,6,18,18,32.3,15,0,633.7,1200,0,0
TKT-00332,2026-03-22 01:22:00,email,account,medium,business,1,8,33,8.2,3,0,210.3,1200,0,1
TKT-00333,2026-02-09 23:45:00,portal,billing,medium,business,5,19,40,25.1,13,1,712.3,1200,0,0
TKT-00334,2026-01-13 05:00:00,chat,billing,critical,standard,2,50,21,102.0,8,1,1655.3,420,1,2
TKT-00335,2026-04-17 20:35:00,email,billing,medium,standard,1,13,37,14.2,2,1,158.2,1200,0,1
TKT-00336,2026-05-06 11:16:00,email,technical,high,vip,6,10,35,25.7,13,4,956.0,780,1,0
TKT-00337,2026-02-06 13:11:00,portal,account,medium,business,0,16,31,12.6,1,0,191.7,1200,0,1
TKT-00338,2026-03-16 23:46:00,chat,technical,medium,vip,5,21,19,22.4,15,2,672.7,1200,0,0
TKT-00339,2026-03-03 23:09:00,email,account,low,standard,1,10,30,15.7,2,0,173.6,1800,0,1
TKT-00340,2026-06-10 11:54:00,email,account,low,business,3,47,19,199.8,9,0,1265.5,1800,0,2
TKT-00341,2026-05-23 08:42:00,chat,how_to,medium,business,2,10,37,22.7,3,0,177.1,1200,0,1
TKT-00342,2026-02-19 07:38:00,email,how_to,high,vip,3,47,27,76.5,7,0,1364.0,780,1,2
TKT-00343,2026-04-03 10:33:00,portal,incident,high,standard,2,48,15,93.0,6,1,1563.9,780,1,2
TKT-00344,2026-06-16 05:57:00,chat,technical,medium,vip,6,20,22,34.7,12,1,444.3,1200,0,0
TKT-00345,2026-03-04 05:35:00,portal,account,medium,standard,1,54,20,120.4,7,1,979.0,1200,0,2
TKT-00346,2026-01-26 09:17:00,email,how_to,high,vip,3,46,19,148.9,9,0,1672.0,780,1,2
TKT-00347,2026-02-23 16:45:00,email,technical,medium,business,3,48,2,82.6,7,1,1191.8,1200,0,2
TKT-00348,2026-04-20 06:05:00,portal,account,low,standard,0,14,30,15.0,4,2,199.5,1800,0,1
TKT-00349,2026-06-28 14:42:00,portal,technical,high,standard,6,20,24,22.3,17,1,811.3,780,1,0
TKT-00350,2026-02-25 09:43:00,email,how_to,low,business,1,15,36,10.2,5,0,161.7,1800,0,1
TKT-00351,2026-01-11 12:59:00,email,incident,medium,standard,5,30,34,46.0,15,1,858.3,1200,0,0
TKT-00352,2026-02-02 17:17:00,chat,account,low,standard,1,9,30,11.9,1,0,111.0,1800,0,1
TKT-00353,2026-03-16 06:13:00,chat,technical,high,business,5,9,19,38.4,17,0,731.4,780,0,0
TKT-00354,2026-01-17 21:48:00,email,technical,medium,business,4,19,20,26.0,13,1,581.3,1200,1,0
TKT-00355,2026-01-07 07:06:00,email,incident,high,business,6,22,31,30.7,15,1,891.1,780,1,0
TKT-00356,2026-04-29 00:22:00,chat,incident,critical,business,3,12,27,29.6,15,1,576.1,420,1,0
TKT-00357,2026-05-29 09:16:00,portal,technical,high,business,3,57,4,84.7,9,0,987.6,780,1,2
TKT-00358,2026-02-11 23:17:00,portal,account,high,business,3,51,17,88.0,7,2,1446.7,780,1,2
TKT-00359,2026-04-05 01:42:00,chat,account,high,business,5,19,32,38.2,16,0,686.6,780,0,0
TKT-00360,2026-04-14 02:33:00,chat,incident,medium,business,5,25,18,38.9,14,2,502.9,1200,0,0
TKT-00361,2026-05-01 04:03:00,chat,technical,high,vip,3,42,15,91.1,7,0,2268.7,780,1,2
TKT-00362,2026-06-26 07:05:00,portal,how_to,medium,standard,1,3,29,13.4,1,0,175.5,1200,0,1
TKT-00363,2026-06-09 08:08:00,portal,how_to,low,standard,2,13,45,10.0,3,0,204.0,1800,0,1
TKT-00364,2026-02-26 20:57:00,portal,technical,low,business,1,1,42,10.8,1,0,133.0,1800,0,1
TKT-00365,2026-06-25 14:59:00,chat,incident,medium,standard,5,27,20,26.7,14,4,1041.1,1200,0,0
TKT-00366,2026-01-07 06:57:00,email,incident,low,standard,5,18,25,46.0,12,0,610.8,1800,0,0
TKT-00367,2026-06-23 03:10:00,portal,account,high,vip,2,49,15,107.0,9,0,1307.7,780,1,2
TKT-00368,2026-01-26 16:59:00,portal,incident,medium,business,6,25,26,36.3,13,3,951.1,1200,0,0
TKT-00369,2026-01-21 12:24:00,email,account,high,standard,0,14,54,11.1,4,0,185.0,780,0,1
TKT-00370,2026-01-22 11:28:00,chat,account,low,vip,4,57,16,133.5,6,0,1276.1,1800,0,2
TKT-00371,2026-01-22 23:06:00,portal,billing,high,standard,2,55,29,111.1,9,1,1294.1,780,1,2
TKT-00372,2026-03-25 09:23:00,portal,incident,medium,standard,3,11,24,12.9,1,0,233.2,1200,0,1
TKT-00373,2026-04-26 05:30:00,portal,how_to,low,standard,1,3,35,13.2,2,0,170.3,1800,0,1
TKT-00374,2026-05-15 00:53:00,portal,billing,low,standard,0,7,42,13.1,1,0,146.7,1800,0,1
TKT-00375,2026-01-03 20:38:00,email,account,low,business,2,12,30,7.5,2,0,155.4,1800,0,1
TKT-00376,2026-02-23 08:38:00,portal,account,low,business,1,14,34,16.1,2,0,111.9,1800,0,1
TKT-00377,2026-01-24 19:39:00,chat,account,medium,business,2,45,30,139.4,6,0,1516.9,1200,1,2
TKT-00378,2026-01-27 06:02:00,chat,technical,medium,standard,4,21,40,36.0,14,2,605.9,1200,0,0
TKT-00379,2026-05-15 08:30:00,phone,how_to,medium,standard,1,10,37,14.1,2,0,153.1,1200,1,1
TKT-00380,2026-04-26 08:06:00,phone,incident,low,standard,5,24,39,41.9,17,5,757.4,1800,0,0
TKT-00381,2026-02-07 18:58:00,email,billing,low,business,6,19,23,46.9,11,0,628.2,1800,0,0
TKT-00382,2026-02-24 05:05:00,portal,technical,low,business,3,51,12,87.2,8,1,1028.6,1800,0,2
TKT-00383,2026-06-16 11:43:00,email,incident,high,standard,2,48,21,189.4,8,0,1306.0,780,1,2
TKT-00384,2026-04-14 12:44:00,chat,billing,medium,vip,6,17,45,31.9,15,0,670.4,1200,0,0
TKT-00385,2026-02-12 23:42:00,portal,how_to,medium,business,2,7,41,12.8,3,0,206.5,1200,0,1
TKT-00386,2026-06-18 01:57:00,email,incident,medium,standard,3,52,11,159.6,7,0,1434.6,1200,1,2
TKT-00387,2026-02-05 18:01:00,email,how_to,low,business,5,23,10,36.0,10,2,846.5,1800,0,0
TKT-00388,2026-02-22 10:37:00,portal,billing,critical,business,3,49,9,83.2,9,0,2066.3,420,1,2
TKT-00389,2026-05-05 16:44:00,email,billing,low,standard,0,14,20,10.3,4,0,178.9,1800,0,1
TKT-00390,2026-04-03 05:57:00,chat,incident,medium,standard,3,49,10,91.8,10,0,1014.8,1200,0,2
TKT-00391,2026-01-13 11:09:00,email,technical,low,business,6,19,24,38.3,13,4,586.8,1800,0,0
TKT-00392,2026-05-26 05:25:00,chat,billing,critical,vip,0,11,37,12.0,4,0,164.2,420,0,1
TKT-00393,2026-02-11 01:39:00,portal,incident,high,business,5,25,13,55.8,16,2,844.0,780,1,0
TKT-00394,2026-05-05 12:13:00,portal,account,high,business,5,17,22,35.5,15,0,828.2,780,1,0
TKT-00395,2026-03-02 04:30:00,portal,billing,critical,business,0,8,38,14.5,4,0,238.2,420,0,1
TKT-00396,2026-05-16 06:23:00,chat,account,low,business,5,12,22,32.2,12,1,568.7,1800,0,0
TKT-00397,2026-06-11 15:51:00,email,account,critical,standard,2,57,4,112.5,7,2,1130.2,420,1,2
TKT-00398,2026-05-20 01:29:00,portal,how_to,low,standard,2,14,43,9.1,3,0,143.8,1800,0,1
TKT-00399,2026-06-15 19:31:00,phone,technical,high,vip,6,25,32,62.3,15,1,793.6,780,1,0
TKT-00400,2026-04-08 04:26:00,email,how_to,medium,vip,5,12,19,30.6,15,1,903.9,1200,0,0
TKT-00401,2026-01-12 17:01:00,portal,account,low,vip,1,11,19,10.8,3,0,221.9,1800,0,1
TKT-00402,2026-04-07 11:47:00,chat,account,critical,standard,3,44,17,157.6,8,0,1738.1,420,1,2
TKT-00403,2026-03-25 00:34:00,phone,account,medium,business,1,46,35,130.1,7,0,966.2,1200,0,2
TKT-00404,2026-05-10 09:36:00,email,how_to,critical,standard,1,11,34,10.6,3,0,243.2,420,0,1
TKT-00405,2026-02-14 18:21:00,phone,technical,medium,standard,4,60,35,155.5,7,0,1141.5,1200,0,2
TKT-00406,2026-05-06 13:50:00,portal,technical,high,standard,2,56,2,109.1,7,1,1700.2,780,1,2
TKT-00407,2026-03-21 11:56:00,email,billing,high,business,2,4,22,10.9,1,1,152.8,780,0,1
TKT-00408,2026-05-01 14:38:00,chat,billing,low,business,2,50,9,133.6,5,2,1742.0,1800,0,2
TKT-00409,2026-03-17 13:24:00,email,how_to,high,business,1,12,51,14.3,3,0,196.0,780,0,1
TKT-00410,2026-03-10 18:49:00,email,incident,high,standard,2,50,44,62.9,8,0,1158.3,780,1,2
TKT-00411,2026-02-08 13:37:00,phone,account,high,business,5,20,22,38.4,18,0,800.9,780,1,0
TKT-00412,2026-05-30 03:18:00,portal,technical,low,standard,5,17,32,42.9,12,2,779.0,1800,0,0
TKT-00413,2026-01-13 08:40:00,portal,how_to,medium,standard,2,6,43,10.4,2,0,127.4,1200,0,1
TKT-00414,2026-02-12 12:23:00,chat,billing,high,business,3,50,8,114.0,9,0,1014.2,780,1,2
TKT-00415,2026-03-18 19:13:00,chat,account,medium,standard,1,11,50,12.1,4,0,125.0,1200,0,1
TKT-00416,2026-01-29 00:45:00,phone,billing,low,vip,1,7,28,11.6,4,0,200.7,1800,0,1
TKT-00417,2026-06-15 00:15:00,chat,how_to,low,standard,1,9,13,13.6,1,0,102.1,1800,0,1
TKT-00418,2026-03-04 03:06:00,portal,incident,critical,standard,3,48,32,127.4,10,2,1179.0,420,1,2
TKT-00419,2026-02-13 15:10:00,chat,how_to,low,standard,0,8,21,12.3,2,0,131.1,1800,0,1
TKT-00420,2026-02-15 16:33:00,email,account,high,business,1,44,13,124.3,7,1,1267.7,780,1,2
TKT-00421,2026-02-04 12:02:00,chat,account,critical,standard,5,19,21,33.3,17,1,954.9,420,1,0
TKT-00422,2026-04-30 08:56:00,portal,billing,low,standard,2,12,25,13.5,5,0,216.7,1800,0,1
TKT-00423,2026-03-28 15:07:00,chat,account,low,standard,2,5,34,12.7,5,0,188.5,1800,0,1
TKT-00424,2026-02-11 13:59:00,email,how_to,medium,standard,0,4,49,13.8,3,0,170.9,1200,0,1
TKT-00425,2026-06-07 04:41:00,chat,incident,low,business,4,22,13,33.6,9,3,681.6,1800,0,0
TKT-00426,2026-04-29 04:02:00,portal,technical,high,business,4,51,21,129.7,8,1,1543.9,780,1,2
TKT-00427,2026-03-14 12:32:00,portal,incident,medium,standard,0,19,48,15.3,5,0,130.8,1200,0,1
TKT-00428,2026-04-03 09:07:00,email,incident,high,vip,3,44,38,79.5,5,0,1130.2,780,1,2
TKT-00429,2026-04-29 02:50:00,portal,technical,low,standard,1,15,30,16.8,2,0,129.1,1800,0,1
TKT-00430,2026-01-28 10:35:00,chat,technical,high,business,3,52,25,123.2,7,0,1441.5,780,1,2
TKT-00431,2026-05-26 12:09:00,email,account,high,standard,4,42,22,131.3,9,0,1714.3,780,1,2
TKT-00432,2026-02-16 12:16:00,email,technical,medium,business,3,47,15,82.4,8,1,1655.7,1200,1,2
TKT-00433,2026-01-06 07:49:00,portal,technical,medium,standard,6,24,16,15.6,13,4,842.1,1200,0,0
TKT-00434,2026-04-04 21:51:00,portal,account,critical,business,4,56,31,129.9,11,0,1063.4,420,1,2
TKT-00435,2026-06-07 18:09:00,email,account,medium,standard,2,8,43,7.7,3,0,164.2,1200,0,1
TKT-00436,2026-05-12 23:00:00,portal,how_to,medium,vip,2,5,40,16.4,4,0,285.8,1200,0,1
TKT-00437,2026-02-25 12:33:00,portal,account,low,standard,0,18,41,12.8,2,0,106.3,1800,0,1
TKT-00438,2026-03-13 16:26:00,portal,billing,low,vip,5,11,30,21.5,13,1,859.8,1800,0,0
TKT-00439,2026-04-18 06:30:00,portal,incident,medium,vip,5,26,25,38.5,14,1,769.4,1200,0,0
TKT-00440,2026-02-11 21:50:00,chat,billing,low,business,6,16,5,33.6,13,0,789.3,1800,0,0
TKT-00441,2026-05-28 14:42:00,portal,billing,critical,standard,3,51,10,83.2,9,2,1338.6,420,1,2
TKT-00442,2026-02-23 02:44:00,portal,account,low,standard,0,11,42,9.5,5,0,153.9,1800,0,1
TKT-00443,2026-02-09 00:03:00,chat,incident,high,vip,6,27,22,30.7,15,2,1057.8,780,1,0
TKT-00444,2026-01-18 02:54:00,email,account,low,business,2,6,32,17.4,1,0,173.8,1800,0,1
TKT-00445,2026-05-05 18:54:00,email,incident,low,standard,1,15,21,12.4,3,0,195.9,1800,0,1
TKT-00446,2026-01-05 12:38:00,email,account,medium,standard,3,27,26,44.2,15,0,917.7,1200,0,0
TKT-00447,2026-05-25 23:37:00,phone,incident,medium,vip,3,56,19,184.9,5,1,816.7,1200,0,2
TKT-00448,2026-06-25 03:55:00,email,account,high,standard,7,26,38,41.1,13,0,602.7,780,0,0
TKT-00449,2026-01-21 00:00:00,portal,billing,high,standard,0,17,40,12.6,4,0,208.8,780,0,1
TKT-00450,2026-01-18 08:29:00,phone,account,high,standard,5,26,37,38.7,17,1,733.5,780,0,0
TKT-00451,2026-06-18 05:04:00,email,how_to,low,standard,2,6,43,12.2,4,0,129.5,1800,0,1
TKT-00452,2026-01-23 11:30:00,chat,technical,high,vip,3,41,21,112.4,8,0,1062.4,780,1,2
TKT-00453,2026-03-15 08:56:00,phone,technical,low,vip,6,23,28,39.5,12,2,658.2,1800,0,0
TKT-00454,2026-06-06 18:33:00,portal,how_to,high,standard,1,12,21,17.7,2,0,199.6,780,0,1
TKT-00455,2026-01-26 00:24:00,chat,technical,medium,standard,2,14,38,12.4,4,0,159.6,1200,0,1
TKT-00456,2026-04-30 10:20:00,email,billing,low,business,1,19,32,9.3,1,0,109.7,1800,0,1
TKT-00457,2026-03-10 20:53:00,email,billing,medium,business,2,53,18,142.0,7,0,1177.3,1200,0,2
TKT-00458,2026-03-20 11:50:00,email,technical,low,standard,6,13,27,30.3,13,1,768.1,1800,0,0
TKT-00459,2026-06-17 14:11:00,portal,billing,medium,standard,4,50,36,122.5,7,1,1049.5,1200,0,2
TKT-00460,2026-04-27 19:46:00,phone,how_to,critical,business,5,20,27,35.3,17,4,924.2,420,1,0
TKT-00461,2026-02-27 11:59:00,portal,technical,high,vip,5,24,17,46.2,16,0,707.7,780,0,0
TKT-00462,2026-06-18 07:08:00,portal,how_to,high,business,1,9,27,11.7,4,0,283.7,780,0,1
TKT-00463,2026-04-15 12:54:00,chat,billing,medium,standard,3,46,25,129.3,9,0,1269.7,1200,1,2
TKT-00464,2026-01-18 21:18:00,email,account,medium,business,1,16,28,12.0,3,0,190.4,1200,0,1
TKT-00465,2026-03-12 16:06:00,portal,how_to,medium,standard,5,14,36,35.9,15,0,1045.2,1200,0,0
TKT-00466,2026-02-13 20:49:00,chat,incident,medium,vip,4,21,24,43.4,17,3,580.7,1200,0,0
TKT-00467,2026-04-26 15:19:00,email,incident,medium,business,5,14,41,23.9,13,2,508.3,1200,0,0
TKT-00468,2026-06-04 20:29:00,chat,billing,medium,standard,3,49,22,170.0,6,0,1060.1,1200,0,2
TKT-00469,2026-01-08 00:56:00,portal,billing,medium,standard,2,10,43,11.9,3,0,168.2,1200,0,1
TKT-00470,2026-05-21 12:21:00,portal,how_to,low,standard,5,27,27,31.0,14,1,762.7,1800,0,0
TKT-00471,2026-06-14 22:28:00,chat,technical,medium,standard,4,9,35,38.7,15,1,725.5,1200,0,0
TKT-00472,2026-06-28 23:11:00,portal,how_to,high,business,6,16,17,20.2,17,1,1059.6,780,1,0
TKT-00473,2026-04-30 00:17:00,email,incident,low,business,1,7,27,11.9,5,0,128.6,1800,0,1
TKT-00474,2026-02-26 12:05:00,portal,how_to,high,business,1,1,37,12.0,2,0,164.5,780,0,1
TKT-00475,2026-01-27 03:46:00,email,account,medium,standard,1,9,52,13.0,2,0,174.6,1200,0,1
TKT-00476,2026-06-20 01:54:00,chat,how_to,medium,standard,1,21,31,15.9,1,0,167.7,1200,0,1
TKT-00477,2026-03-16 06:01:00,chat,billing,high,business,7,23,39,30.2,14,0,419.8,780,0,0
TKT-00478,2026-03-03 20:44:00,phone,account,high,business,5,20,19,40.7,16,1,724.2,780,0,0
TKT-00479,2026-05-13 02:44:00,phone,technical,high,standard,4,18,41,42.1,14,0,915.4,780,1,0
TKT-00480,2026-05-09 17:12:00,email,incident,high,vip,6,24,25,33.8,17,0,633.0,780,0,0
TKT-00481,2026-05-26 16:24:00,email,how_to,high,vip,4,17,35,27.5,15,1,1133.0,780,1,0
TKT-00482,2026-06-08 21:26:00,chat,how_to,low,standard,1,15,42,16.6,2,0,161.0,1800,0,1
TKT-00483,2026-06-07 20:43:00,phone,account,low,vip,5,27,33,36.6,15,0,582.6,1800,0,0
TKT-00484,2026-01-31 17:46:00,phone,billing,medium,business,1,17,29,13.3,1,0,192.7,1200,0,1
TKT-00485,2026-01-31 12:43:00,email,technical,low,standard,0,7,28,12.0,3,0,148.1,1800,0,1
TKT-00486,2026-02-07 00:21:00,portal,incident,medium,business,5,31,23,43.9,14,1,1008.3,1200,0,0
TKT-00487,2026-04-23 21:57:00,phone,incident,low,standard,5,17,20,32.3,15,1,418.4,1800,0,0
TKT-00488,2026-04-15 13:44:00,chat,how_to,medium,standard,2,11,40,16.3,4,0,121.3,1200,0,1
TKT-00489,2026-06-04 07:20:00,chat,account,low,vip,7,19,32,31.0,12,2,1073.9,1800,0,0
TKT-00490,2026-06-01 21:19:00,chat,technical,high,business,5,17,2,41.6,17,0,782.3,780,1,0
TKT-00491,2026-05-27 09:45:00,chat,account,high,standard,6,24,2,38.2,17,0,832.1,780,1,0
TKT-00492,2026-01-15 05:03:00,phone,technical,high,business,5,19,16,29.2,15,0,536.6,780,0,0
TKT-00493,2026-05-06 05:00:00,portal,billing,medium,vip,4,21,29,32.4,13,0,626.4,1200,0,0
TKT-00494,2026-06-03 03:48:00,chat,how_to,medium,standard,0,10,20,14.8,3,0,162.1,1200,0,1
TKT-00495,2026-06-26 19:55:00,portal,incident,high,vip,3,54,2,103.4,8,2,1815.6,780,1,2
